id_ciudad_origen,id_ciudad_destino,capacidad,costo
CBOD,SOLEDAD,4.5,2425000.0
CBOD,SOLEDAD,8.5,2990000.0
CBOD,SOLEDAD,17.0,4750000.0
CBOD,SOLEDAD,34.0,6190000.0
CBOD,TULUA,1.0,64488.0
CBOD,TURBACO,4.5,2425000.0
CBOD,TURBACO,8.5,2990000.0
CBOD,TURBACO,17.0,4750000.0
CBOD,TURBACO,34.0,6190000.0
CBOD,TURBO,4.5,2530000.0
CBOD,TURBO,8.5,3100000.0
CBOD,TURBO,17.0,4950000.0
CBOD,TURBO,34.0,6400000.0
CBOD,TURBO-ANTIOQUIA,4.5,2530000.0
CBOD,TURBO-ANTIOQUIA,8.5,3100000.0
CBOD,TURBO-ANTIOQUIA,17.0,4950000.0
CBOD,TURBO-ANTIOQUIA,34.0,6400000.0
CBOD,VILLA DEL ROSARIO,4.5,2580000.0
CBOD,VILLA DEL ROSARIO,8.5,4645000.0
CBOD,VILLA DEL ROSARIO,17.0,5880000.0
CBOD,VILLA DEL ROSARIO,34.0,6300000.0
CBOD,VILLA RICA,4.5,775000.0
CBOD,VILLA RICA,8.5,980000.0
CBOD,VILLA RICA,17.0,2680000.0
CBOD,VILLA RICA,34.0,3770000.0
CBOD,VILLAVICENCIO,4.5,1085000.0
CBOD,VILLAVICENCIO,8.5,1495000.0
CBOD,VILLAVICENCIO,17.0,3180000.0
CBOD,VILLAVICENCIO,34.0,4390000.0
CBOD,YOPAL,4.5,1085000.0
CBOD,YOPAL,8.5,1495000.0
CBOD,YOPAL,17.0,3180000.0
CBOD,YOPAL,34.0,4390000.0
CBOD,YUMBO,1.0,64488.0
CBOD,ZF DEL PACIFICO,4.5,460000.0
CBOD,ZF DEL PACIFICO,8.5,570000.0
CBOD,ZF DEL PACIFICO,17.0,1860000.0
CBOD,ZF DEL PACIFICO,34.0,2270000.0
CBOD,ZONA FRANCA RIONEGRO ANTIOQUIA,4.5,1085000.0
CBOD,ZONA FRANCA RIONEGRO ANTIOQUIA,8.5,1495000.0
CBOD,ZONA FRANCA RIONEGRO ANTIOQUIA,17.0,3400000.0
CBOD,ZONA FRANCA RIONEGRO ANTIOQUIA,34.0,4390000.0
CGNA_PLANT,ABOD,1.0,153600.0
CGNA_PLANT,ACAJUTLA,40.0,4641480.0
CGNA_PLANT,ATE,5.0,320742.0
CGNA_PLANT,ATE,7.0,494289.0
CGNA_PLANT,BALBOA,40.0,1817913.0
CGNA_PLANT,BARRANQUILLA,1.0,80000.0
CGNA_PLANT,BBOD,1.0,166400.0
CGNA_PLANT,BOGOTA,1.0,166400.0
CGNA_PLANT,BOGOTA PERIM URBANO,1.0,166400.0
CGNA_PLANT,BRENA,7.0,675452.0
CGNA_PLANT,BUCARAMANGA,1.0,97059.0
CGNA_PLANT,CALI,1.0,173000.0
CGNA_PLANT,CALI/FUE/PERIM/URB,1.0,173000.0
CGNA_PLANT,CALOTO,1.0,180000.0
CGNA_PLANT,CARTAGENA,1.0,1000.0
CGNA_PLANT,CBOD,1.0,173000.0
CGNA_PLANT,CGNA_PORT,999.0,1.0
CGNA_PLANT,CROSS,1.0,34000.0
CGNA_PLANT,CUCUTA,1.0,154000.0
CGNA_PLANT,GINEBRA,1.0,160000.0
CGNA_PLANT,MEDELLIN,1.0,153600.0
CGNA_PLANT,MEDELLIN/FUE/PERIM/URB,1.0,153600.0
CGNA_PLANT,PEREIRA,1.0,176380.0
CGNA_PLANT,PGI,1.0,195000.0
CGNA_PLANT,RIONEGRO,1.0,153600.0
CGNA_PLANT,TOCANCIPA,1.0,160000.0
CGNA_PLANT,YOPAL,1.0,166400.0
CGNA_PORT,ABREU E LIMA,40.0,2236613.2
CGNA_PORT,ALAJUELA,40.0,7078257.0
CGNA_PORT,ALBERGARIA A VELHA,40.0,9027678.6
CGNA_PORT,ALICANTE,40.0,3686108.7
CGNA_PORT,ALTAMIRA,40.0,1868195.7
CGNA_PORT,AMBATO,40.0,2398098.0
CGNA_PORT,ANTIGUO CUSCATLAN,40.0,6743683.7
CGNA_PORT,ARAGUA. Z POSTAL 2121,40.0,5641332.2
CGNA_PORT,ARAQUARI,40.0,2236613.2
CGNA_PORT,ARARAS,40.0,2236613.2
CGNA_PORT,ARARUNA,40.0,2236613.2
CGNA_PORT,ARAURE,40.0,5641332.2
CGNA_PORT,ARICA,40.0,4171530.2
CGNA_PORT,ATE,0.5,236217.3
CGNA_PORT,ATE,2.0,247424.4
CGNA_PORT,ATE,10.0,599023.9
CGNA_PORT,ATE,30.0,809254.1
CGNA_PORT,ATLACOMULCO,40.0,5922958.2
CGNA_PORT,AUBURN,40.0,7356745.8
CGNA_PORT,AVELLANEDA,40.0,3256771.8
CGNA_PORT,BALNEARIO CAMBORIU,40.0,2236613.2
CGNA_PORT,BARQUISIMETO,40.0,5641332.2
CGNA_PORT,BAYAMON,40.0,3279979.2
CGNA_PORT,BELEN,40.0,7078257.0
CGNA_PORT,BELLEMONT,40.0,7356745.8
CGNA_PORT,BETIM,40.0,2236613.2
CGNA_PORT,BLUMENAU,40.0,2236613.2
CGNA_PORT,BOITUVA,40.0,2236613.2
CGNA_PORT,BRASIL,40.0,2236613.2
CGNA_PORT,BRENA,0.5,351090.5
CGNA_PORT,BRENA,2.0,363698.6
CGNA_PORT,BRENA,5.0,448122.1
CGNA_PORT,BRENA,10.0,828308.2
CGNA_PORT,BRENA,30.0,1085201.2
CGNA_PORT,BUENOS AIRES,40.0,2833236.8
CGNA_PORT,BUFORD,40.0,7356745.8
CGNA_PORT,BURZACO,40.0,3256771.8
CGNA_PORT,CABA,40.0,3256771.8
CGNA_PORT,CABEDELO,40.0,2236613.2
CGNA_PORT,CACADOR,40.0,2236613.2
CGNA_PORT,CAGUA,40.0,5641332.2
CGNA_PORT,CALLAO,0.5,356694.1
CGNA_PORT,CALLAO,2.0,388914.6
CGNA_PORT,CALLAO,5.0,537288.3
CGNA_PORT,CALLAO,7.0,829723.5
CGNA_PORT,CALLAO,10.0,1017963.1
CGNA_PORT,CALLAO,30.0,1092350.1
CGNA_PORT,CALLAO,40.0,2056433.5
CGNA_PORT,CAMACARI,40.0,2236613.2
CGNA_PORT,CAMBUI,40.0,2236613.2
CGNA_PORT,CAMPINA GRANDE,40.0,2236613.2
CGNA_PORT,CAMPO GRANDE,40.0,2236613.2
CGNA_PORT,CANADA,40.0,8211551.7
CGNA_PORT,CANTON,40.0,7356745.8
CGNA_PORT,CARACAS,40.0,5641332.2
CGNA_PORT,CARLOS BARBOSA,40.0,2236613.2
CGNA_PORT,CARRIZAL,40.0,5641332.2
CGNA_PORT,CARUARU,40.0,2236613.2
CGNA_PORT,CAXIAS DO SUL,40.0,2236613.2
CGNA_PORT,CAYAMBE,40.0,2398098.0
CGNA_PORT,CERCADO DE LIMA,0.5,293653.9
CGNA_PORT,CERCADO DE LIMA,2.0,306261.9
CGNA_PORT,CERCADO DE LIMA,5.0,421230.8
CGNA_PORT,CERCADO DE LIMA,7.0,637237.9
CGNA_PORT,CERCADO DE LIMA,10.0,780186.8
CGNA_PORT,CERCADO DE LIMA,30.0,1009423.0
CGNA_PORT,CGNA_PLANT,1.0,64488.0
CGNA_PORT,CHACAO,40.0,5641332.2
CGNA_PORT,CHARLESTON,40.0,3237432.3
CGNA_PORT,CHESHIRE,40.0,7356745.8
CGNA_PORT,CHICLAYO,40.0,2056433.5
CGNA_PORT,CHILCA,0.5,574323.5
CGNA_PORT,CHILCA,2.0,604488.1
CGNA_PORT,CHILCA,5.0,884937.8
CGNA_PORT,CHILCA,7.0,1247377.5
CGNA_PORT,CHILCA,10.0,1539474.5
CGNA_PORT,CHILCA,30.0,1770536.5
CGNA_PORT,CHIVILCOY,40.0,3256771.8
CGNA_PORT,CHOLOMA,40.0,6425871.2
CGNA_PORT,CIUDAD DE GUATEMALA,40.0,5193300.4
CGNA_PORT,CIUDAD DE MEXICO,40.0,5221665.0
CGNA_PORT,CIUDAD DELGADO,40.0,6743683.7
CGNA_PORT,CIUDAD OBREGON,40.0,5922958.2
CGNA_PORT,CLINTON,40.0,7356745.8
CGNA_PORT,CNPJ: 02.180.080/0001-30,40.0,2236613.2
CGNA_PORT,CNPJ: 42.150.391/0037-81,40.0,2236613.2
CGNA_PORT,COCHABAMBA,40.0,4171530.2
CGNA_PORT,COMAS,0.5,356694.1
CGNA_PORT,COMAS,2.0,388914.6
CGNA_PORT,COMAS,5.0,537288.3
CGNA_PORT,COMAS,7.0,829723.5
CGNA_PORT,COMAS,10.0,1017963.1
CGNA_PORT,COMAS,30.0,1092350.1
CGNA_PORT,COMBORIU,40.0,2236613.2
CGNA_PORT,CORDOBA,40.0,3256771.8
CGNA_PORT,COTIA,40.0,2236613.2
CGNA_PORT,COYOACAN,40.0,5922958.2
CGNA_PORT,CRICIUMA,40.0,2236613.2
CGNA_PORT,CUAUTITLAN IZCALLI,40.0,5922958.2
CGNA_PORT,CUBA,40.0,3016962.0
CGNA_PORT,CUDAD DE PANAMA,40.0,1817913.0
CGNA_PORT,CUENCA,40.0,2398098.0
CGNA_PORT,CURRIDABAT,40.0,7078257.0
CGNA_PORT,DE CAGUA,40.0,5641332.2
CGNA_PORT,DURAN,40.0,2398098.0
CGNA_PORT,EL AGUSTINO,0.5,293653.9
CGNA_PORT,EL AGUSTINO,2.0,306261.9
CGNA_PORT,EL AGUSTINO,5.0,421230.8
CGNA_PORT,EL AGUSTINO,7.0,637237.9
CGNA_PORT,EL AGUSTINO,10.0,780186.8
CGNA_PORT,EL AGUSTINO,30.0,1009423.0
CGNA_PORT,ESPAILAT,40.0,3016962.0
CGNA_PORT,EXREMA,40.0,2236613.2
CGNA_PORT,FEIRA DE SANTANA,40.0,2236613.2
CGNA_PORT,FORQUILHINHA,40.0,2236613.2
CGNA_PORT,FOSHAN,40.0,2566351.7
CGNA_PORT,GARUVA,40.0,2236613.2
CGNA_PORT,GENERAL PACHECO,40.0,3256771.8
CGNA_PORT,GENERAL RODRIGUEZ,40.0,3256771.8
CGNA_PORT,GROVER,40.0,7356745.8
CGNA_PORT,GUACARA,40.0,5641332.2
CGNA_PORT,GUARENAS,40.0,5641332.2
CGNA_PORT,GUARULHOS,40.0,2236613.2
CGNA_PORT,GUATEMALA,40.0,5193300.4
CGNA_PORT,GUAYAMA,40.0,3279979.2
CGNA_PORT,GUAYAQUIL,40.0,2398098.0
CGNA_PORT,GUAYMAS,40.0,9832201.8
CGNA_PORT,GUSTAVO A MADERO,40.0,5922958.2
CGNA_PORT,HAINA,40.0,3016962.0
CGNA_PORT,HEREDIA,40.0,7078257.0
CGNA_PORT,HOSPITAL,40.0,7078257.0
CGNA_PORT,HOUSTON,40.0,7356745.8
CGNA_PORT,HUAROCHIRI,30.0,1192162.2
CGNA_PORT,HUECHURABA,40.0,2398098.0
CGNA_PORT,IMBITUBA,40.0,4254690.0
CGNA_PORT,INDEPENDENCIA,0.5,351090.5
CGNA_PORT,INDEPENDENCIA,2.0,363698.6
CGNA_PORT,INDEPENDENCIA,5.0,448122.1
CGNA_PORT,INDEPENDENCIA,7.0,675452.0
CGNA_PORT,INDEPENDENCIA,10.0,828308.2
CGNA_PORT,INDEPENDENCIA,30.0,1085201.2
CGNA_PORT,ITAJAI,40.0,2668851.0
CGNA_PORT,ITAMONTE,40.0,2236613.2
CGNA_PORT,ITAPECERICA DA SERRA,40.0,2236613.2
CGNA_PORT,ITAPOA,40.0,1917189.1
CGNA_PORT,ITUPEVA,40.0,2236613.2
CGNA_PORT,IZTACALCO,40.0,5922958.2
CGNA_PORT,JABOATAO DOS GUARARAPES,40.0,2236613.2
CGNA_PORT,JACAREI,40.0,2236613.2
CGNA_PORT,JARAGUA DO SUL,40.0,2236613.2
CGNA_PORT,JILOTEPEC,40.0,9994653.6
CGNA_PORT,JIUJIANG,40.0,2958943.5
CGNA_PORT,JOAO PESSOA,40.0,2236613.2
CGNA_PORT,JOINVILLE,40.0,2236613.2
CGNA_PORT,JUNDIAI,40.0,2236613.2
CGNA_PORT,LA GUAIRA,40.0,5612322.9
CGNA_PORT,LA LIBERTAD,40.0,7368349.5
CGNA_PORT,LA PAZ,40.0,4171530.2
CGNA_PORT,LA PORTE,40.0,7356745.8
CGNA_PORT,LA VICTORIA,0.5,351090.5
CGNA_PORT,LA VICTORIA,2.0,363698.6
CGNA_PORT,LA VICTORIA,5.0,448122.1
CGNA_PORT,LA VICTORIA,7.0,675452.0
CGNA_PORT,LA VICTORIA,10.0,828308.2
CGNA_PORT,LA VICTORIA,30.0,1085201.2
CGNA_PORT,LAMPA,40.0,2398098.0
CGNA_PORT,LE MARS,40.0,7356745.8
CGNA_PORT,LEIXOES,40.0,9027678.6
CGNA_PORT,LEOMINSTER,40.0,7356745.8
CGNA_PORT,LEON,40.0,5666473.5
CGNA_PORT,LEON DE LOS ALDAMA,40.0,5922958.2
CGNA_PORT,LERMA,40.0,5922958.2
CGNA_PORT,LIMA,40.0,2056433.5
CGNA_PORT,LOS OLIVOS,0.5,356694.1
CGNA_PORT,LOS OLIVOS,2.0,388914.6
CGNA_PORT,LOS OLIVOS,5.0,537288.3
CGNA_PORT,LOS OLIVOS,7.0,829723.5
CGNA_PORT,LOS OLIVOS,10.0,1017963.1
CGNA_PORT,LOS OLIVOS,30.0,1092350.1
CGNA_PORT,LOS TEQUES,40.0,5641332.2
CGNA_PORT,LURIN,0.5,397320.0
CGNA_PORT,LURIN,2.0,435144.1
CGNA_PORT,LURIN,5.0,602393.7
CGNA_PORT,LURIN,7.0,928797.0
CGNA_PORT,LURIN,10.0,1142512.6
CGNA_PORT,LURIN,30.0,1248195.8
CGNA_PORT,MACUL-SANTIAGO,40.0,2398098.0
CGNA_PORT,MAIPU,40.0,2398098.0
CGNA_PORT,MAIRIPORA,40.0,2236613.2
CGNA_PORT,MANAUS,40.0,2236613.2
CGNA_PORT,MANTA,40.0,2398098.0
CGNA_PORT,MANZANILLO,40.0,1999704.3
CGNA_PORT,MARACAY,40.0,5641332.2
CGNA_PORT,MAUA,40.0,2236613.2
CGNA_PORT,MIAMI,40.0,5221665.0
CGNA_PORT,MIGUEL HIDALGO,40.0,5922958.2
CGNA_PORT,MILTON,40.0,8211551.7
CGNA_PORT,MISSISSAUGA,40.0,8211551.7
CGNA_PORT,MIXCO,40.0,5193300.4
CGNA_PORT,MOCOCHA YUCATAN,40.0,5922958.2
CGNA_PORT,MOLINA DE SEGURA,40.0,3686108.7
CGNA_PORT,MONTREAL,40.0,7998817.2
CGNA_PORT,NAUCALPAN DE JUAREZ,40.0,5922958.2
CGNA_PORT,NAVEGANTES,40.0,1686404.4
CGNA_PORT,NEW YORK,40.0,3678372.9
CGNA_PORT,NORFOLK,40.0,3848560.5
CGNA_PORT,NUNOA,40.0,2398098.0
CGNA_PORT,OAXACA DE JUAREZ,40.0,5922958.2
CGNA_PORT,ORURO,40.0,4171530.2
CGNA_PORT,OVAR,40.0,9027678.6
CGNA_PORT,PACORA,40.0,1817913.0
CGNA_PORT,PAINE,40.0,2398098.0
CGNA_PORT,PALHOCA,40.0,2236613.2
CGNA_PORT,PARANAGUA,40.0,1972629.0
CGNA_PORT,PATERNA,40.0,3686108.7
CGNA_PORT,PATO BRANCO,40.0,2236613.2
CGNA_PORT,PATZICIA,40.0,5193300.4
CGNA_PORT,PAVAS,40.0,7078257.0
CGNA_PORT,PILAR,40.0,3256771.8
CGNA_PORT,PINHAIS,40.0,2236613.2
CGNA_PORT,POMBOS,40.0,2236613.2
CGNA_PORT,PORTO VELHO,40.0,2236613.2
CGNA_PORT,PROVIDENCIA,40.0,2398098.0
CGNA_PORT,PTO BARRIOS,40.0,2436777.0
CGNA_PORT,PUEBLA,40.0,5082420.6
CGNA_PORT,PUENTE PIEDRA,0.5,394518.2
CGNA_PORT,PUENTE PIEDRA,2.0,411328.9
CGNA_PORT,PUENTE PIEDRA,5.0,592486.4
CGNA_PORT,PUENTE PIEDRA,7.0,918889.7
CGNA_PORT,PUENTE PIEDRA,10.0,1128359.3
CGNA_PORT,PUENTE PIEDRA,30.0,1153830.5
CGNA_PORT,PUERTO CABELLO,40.0,5670341.4
CGNA_PORT,PUERTO PROGRESO,40.0,4011012.3
CGNA_PORT,QUEIMADAS,40.0,2236613.2
CGNA_PORT,QUEZALTEPEQUE,40.0,6743683.7
CGNA_PORT,QUILICURA,40.0,2398098.0
CGNA_PORT,QUINTA NORMAL,40.0,2398098.0
CGNA_PORT,QUITO,40.0,2398098.0
CGNA_PORT,RECIFE,40.0,2236613.2
CGNA_PORT,REG DE ECUADOR,40.0,2398098.0
CGNA_PORT,REG DE HONDURAS,40.0,6425871.2
CGNA_PORT,REG DE MEXICO,40.0,5922958.2
CGNA_PORT,REG DE PANAMA,40.0,1817913.0
CGNA_PORT,REG DE PERU,40.0,2056433.5
CGNA_PORT,REG DE REP. DOMINICANA,40.0,3016962.0
CGNA_PORT,REG DE VENEZUELA,40.0,5641332.2
CGNA_PORT,RFC DMX 000907 BD4,40.0,5922958.2
CGNA_PORT,RFC: FMC9312176Q2,40.0,5922958.2
CGNA_PORT,RIO CUARTO,40.0,3256771.8
CGNA_PORT,RIO DE JANEIRO,40.0,2407767.8
CGNA_PORT,RIO GRANDE,40.0,2053854.9
CGNA_PORT,RIO HAINA,40.0,3016962.0
CGNA_PORT,RIOBAMBA,40.0,2398098.0
CGNA_PORT,RODEIO,40.0,2236613.2
CGNA_PORT,ROSARIO,40.0,3256771.8
CGNA_PORT,SACATEPEQUEZ,40.0,5193300.4
CGNA_PORT,SAINT-PLACIDE,40.0,8211551.7
CGNA_PORT,SALVADOR,40.0,2479323.9
CGNA_PORT,SAN ANTONIO,40.0,2398098.0
CGNA_PORT,SAN BERNARDO,40.0,2398098.0
CGNA_PORT,SAN FRANCISCO,40.0,1817913.0
CGNA_PORT,SAN FRANCISCO DE DOS RIOS,40.0,7078257.0
CGNA_PORT,SAN JOSE,40.0,7078257.0
CGNA_PORT,SAN JOSE XALOSTOC ECATEPEC,40.0,5922958.2
CGNA_PORT,SAN JOSE- HONDURAS,40.0,6425871.2
CGNA_PORT,SAN JUAN,40.0,3279979.2
CGNA_PORT,SAN JUAN DE LOS MORROS,40.0,5641332.2
CGNA_PORT,SAN JUAN DEL RIO,40.0,5922958.2
CGNA_PORT,SAN JUAN LURIGANCHO,0.5,293653.9
CGNA_PORT,SAN JUAN LURIGANCHO,2.0,306261.9
CGNA_PORT,SAN JUAN LURIGANCHO,5.0,421230.8
CGNA_PORT,SAN JUAN LURIGANCHO,7.0,637237.9
CGNA_PORT,SAN JUAN LURIGANCHO,10.0,780186.8
CGNA_PORT,SAN JUAN LURIGANCHO,30.0,1009423.0
CGNA_PORT,SAN LUIS,0.5,293653.9
CGNA_PORT,SAN LUIS,2.0,306261.9
CGNA_PORT,SAN LUIS,5.0,421230.8
CGNA_PORT,SAN LUIS,7.0,637237.9
CGNA_PORT,SAN LUIS,10.0,780186.8
CGNA_PORT,SAN LUIS,30.0,1009423.0
CGNA_PORT,SAN LUIS POTOSI,40.0,5922958.2
CGNA_PORT,SAN MARTIN DE PORRES,0.5,356694.1
CGNA_PORT,SAN MARTIN DE PORRES,2.0,388914.6
CGNA_PORT,SAN MARTIN DE PORRES,5.0,537288.3
CGNA_PORT,SAN MARTIN DE PORRES,7.0,829723.5
CGNA_PORT,SAN MARTIN DE PORRES,10.0,1017963.1
CGNA_PORT,SAN MARTIN DE PORRES,30.0,1092350.1
CGNA_PORT,SAN NICOLAS,40.0,7078257.0
CGNA_PORT,SAN PEDRO SULA,40.0,5925622.8
CGNA_PORT,SAN SALVADOR,40.0,7482452.6
CGNA_PORT,SANTA ANITA,0.5,236217.3
CGNA_PORT,SANTA ANITA,2.0,247424.4
CGNA_PORT,SANTA ANITA,5.0,320742.0
CGNA_PORT,SANTA ANITA,7.0,494289.0
CGNA_PORT,SANTA ANITA,10.0,599023.9
CGNA_PORT,SANTA ANITA,30.0,809254.1
CGNA_PORT,SANTA CATARINA,40.0,5922958.2
CGNA_PORT,SANTA CRUZ,40.0,4171530.2
CGNA_PORT,SANTA CRUZ DO SUL,40.0,2236613.2
CGNA_PORT,SANTA ROSA JAUREGUI,40.0,5922958.2
CGNA_PORT,SANTA TECLA,40.0,6743683.7
CGNA_PORT,SANTIAGO,40.0,3016962.0
CGNA_PORT,SANTIAGO DE CHILE,40.0,2398098.0
CGNA_PORT,SANTIAGO DE SURCO,40.0,2056433.5
CGNA_PORT,SANTO DOMINGO,40.0,3016962.0
CGNA_PORT,SANTO TIRSO,40.0,9027678.6
CGNA_PORT,SANTO TOMAS DE CASTILLA,40.0,2661115.2
CGNA_PORT,SANTOS,40.0,1884956.6
CGNA_PORT,SAO BENTO DO SUL,40.0,2236613.2
CGNA_PORT,SAO BERNARDO DO CAMPO,40.0,2236613.2
CGNA_PORT,SAO JOSE,40.0,2236613.2
CGNA_PORT,SAO JOSE DOS PINHAIS,40.0,2236613.2
CGNA_PORT,SAO PAULO,40.0,2236613.2
CGNA_PORT,SAVANNAH,40.0,3055641.0
CGNA_PORT,SECTOR EL MAMON,40.0,5641332.2
CGNA_PORT,SHANGHAI,40.0,2173759.8
CGNA_PORT,SIERRA,40.0,2398098.0
CGNA_PORT,SILAO,40.0,6265998.0
CGNA_PORT,SOROCABA,40.0,2236613.2
CGNA_PORT,SPARTANBURG,40.0,7356745.8
CGNA_PORT,SUAPE,40.0,1740555.0
CGNA_PORT,SUMARE,40.0,2236613.2
CGNA_PORT,SUZHOU,40.0,2566351.7
CGNA_PORT,TAIZHOU,40.0,2566351.7
CGNA_PORT,TEGUCIGALPA,40.0,6425871.2
CGNA_PORT,TEGUCIPALGA,40.0,7360613.7
CGNA_PORT,TEPANCO DE LOPEZ,40.0,5922958.2
CGNA_PORT,TERRA NOVA,40.0,2236613.2
CGNA_PORT,TIBAS,40.0,7078257.0
CGNA_PORT,TIETE,40.0,2236613.2
CGNA_PORT,TIGRE,40.0,3256771.8
CGNA_PORT,TLALNEPANTLA,40.0,5922958.2
CGNA_PORT,TLALNEPANTLA DE BAZ,40.0,5922958.2
CGNA_PORT,TLALPAN,40.0,5922958.2
CGNA_PORT,TOLUCA,40.0,5922958.2
CGNA_PORT,TORONTO,40.0,8424286.2
CGNA_PORT,TRES PONTAS,40.0,2236613.2
CGNA_PORT,TULTITLAN,40.0,5922958.2
CGNA_PORT,TURMERO,40.0,5641332.2
CGNA_PORT,UMAN,40.0,5922958.2
CGNA_PORT,URUCA,40.0,7078257.0
CGNA_PORT,URUSSANGA,40.0,2236613.2
CGNA_PORT,VALENCIA,40.0,3686108.7
CGNA_PORT,VALPARAISO,40.0,2398098.0
CGNA_PORT,VANCOUVER,40.0,8211551.7
CGNA_PORT,VARGINHA,40.0,2236613.2
CGNA_PORT,VENANCIO AIRES,40.0,2236613.2
CGNA_PORT,VENUSTIANO CARRANZA,40.0,5922958.2
CGNA_PORT,VERACRUZ,40.0,1848856.2
CGNA_PORT,VILLA DEL TOTORAL,40.0,3256771.8
CGNA_PORT,VILLA EL SALVADOR,0.5,394518.2
CGNA_PORT,VILLA EL SALVADOR,2.0,411328.9
CGNA_PORT,VILLA EL SALVADOR,5.0,592486.4
CGNA_PORT,VILLA EL SALVADOR,7.0,918889.7
CGNA_PORT,VILLA EL SALVADOR,10.0,1128359.3
CGNA_PORT,VILLA EL SALVADOR,30.0,1153830.5
CGNA_PORT,VILLANUEVA,40.0,6295651.9
CGNA_PORT,VIRGINIA,40.0,7356745.8
CGNA_PORT,VITACURA,40.0,2398098.0
CGNA_PORT,VITORIA DA CONQUISTA,40.0,2236613.2
CGNA_PORT,ZACAPU,40.0,5922958.2
CGNA_PORT,ZAPOPAN,40.0,5922958.2
CGNA_PORT,ZARAGOZA,40.0,6743683.7
CGNA_PORT,ZARATE,40.0,3680306.9
MB_PLANT,ABOD,1.0,153600.0
MB_PLANT,ACAJUTLA,40.0,4641480.0
MB_PLANT,ATE,5.0,320742.0
MB_PLANT,ATE,7.0,494289.0
MB_PLANT,BALBOA,40.0,1817913.0
MB_PLANT,BARRANQUILLA,1.0,80000.0
MB_PLANT,BBOD,1.0,166400.0
MB_PLANT,BOGOTA,1.0,166400.0
MB_PLANT,BOGOTA PERIM URBANO,1.0,166400.0
MB_PLANT,BRENA,7.0,675452.0
MB_PLANT,BUCARAMANGA,1.0,97059.0
MB_PLANT,CALI,1.0,173000.0
MB_PLANT,CALI/FUE/PERIM/URB,1.0,173000.0
MB_PLANT,CALOTO,1.0,180000.0
MB_PLANT,CARTAGENA,1.0,1000.0
MB_PLANT,CBOD,1.0,173000.0
MB_PLANT,CGNA_PORT,999.0,1.0
MB_PLANT,CROSS,1.0,34000.0
MB_PLANT,CUCUTA,1.0,154000.0
MB_PLANT,GINEBRA,1.0,160000.0
MB_PLANT,MEDELLIN,1.0,153600.0
MB_PLANT,MEDELLIN/FUE/PERIM/URB,1.0,153600.0
MB_PLANT,PEREIRA,1.0,176380.0
MB_PLANT,PGI,1.0,195000.0
MB_PLANT,RIONEGRO,1.0,153600.0
MB_PLANT,TOCANCIPA,1.0,160000.0
MB_PLANT,YOPAL,1.0,166400.0
